sampleID	run	forwardReads	reverseReads
s0304	2021_01_20	data/raw/fetch-reads/fastq/ERX5782960_ERR6146136_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782960_ERR6146136_2.fastq.gz
s0305	2021_01_20	data/raw/fetch-reads/fastq/ERX5782961_ERR6146137_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782961_ERR6146137_2.fastq.gz
s0306	2021_01_20	data/raw/fetch-reads/fastq/ERX5782962_ERR6146138_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782962_ERR6146138_2.fastq.gz
s0308	2021_01_28	data/raw/fetch-reads/fastq/ERX5782963_ERR6146139_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782963_ERR6146139_2.fastq.gz
s0309	2021_01_28	data/raw/fetch-reads/fastq/ERX5782964_ERR6146140_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782964_ERR6146140_2.fastq.gz
s0310	2021_01_28	data/raw/fetch-reads/fastq/ERX5782965_ERR6146141_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782965_ERR6146141_2.fastq.gz
s0311	2021_01_20	data/raw/fetch-reads/fastq/ERX5782966_ERR6146142_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782966_ERR6146142_2.fastq.gz
s0314	2021_01_20	data/raw/fetch-reads/fastq/ERX5782967_ERR6146143_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782967_ERR6146143_2.fastq.gz
s0315	2021_01_20	data/raw/fetch-reads/fastq/ERX5782968_ERR6146144_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782968_ERR6146144_2.fastq.gz
s0316	2021_01_20	data/raw/fetch-reads/fastq/ERX5782969_ERR6146145_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782969_ERR6146145_2.fastq.gz
s0317	2021_01_20	data/raw/fetch-reads/fastq/ERX5782970_ERR6146146_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782970_ERR6146146_2.fastq.gz
s0318	2021_01_28	data/raw/fetch-reads/fastq/ERX5782971_ERR6146147_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782971_ERR6146147_2.fastq.gz
s0319	2021_01_20	data/raw/fetch-reads/fastq/ERX5782972_ERR6146148_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782972_ERR6146148_2.fastq.gz
s0320	2021_01_28	data/raw/fetch-reads/fastq/ERX5782973_ERR6146149_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782973_ERR6146149_2.fastq.gz
s0321	2021_01_28	data/raw/fetch-reads/fastq/ERX5782974_ERR6146150_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782974_ERR6146150_2.fastq.gz
s0322	2021_01_28	data/raw/fetch-reads/fastq/ERX5782975_ERR6146151_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782975_ERR6146151_2.fastq.gz
s0323	2021_01_20	data/raw/fetch-reads/fastq/ERX5782976_ERR6146152_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782976_ERR6146152_2.fastq.gz
s0324	2021_01_28	data/raw/fetch-reads/fastq/ERX5782977_ERR6146153_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782977_ERR6146153_2.fastq.gz
s0325	2021_01_28	data/raw/fetch-reads/fastq/ERX5782978_ERR6146154_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782978_ERR6146154_2.fastq.gz
s0326	2021_01_28	data/raw/fetch-reads/fastq/ERX5782979_ERR6146155_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782979_ERR6146155_2.fastq.gz
s0327	2021_01_28	data/raw/fetch-reads/fastq/ERX5782980_ERR6146156_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782980_ERR6146156_2.fastq.gz
s0329	2021_01_20	data/raw/fetch-reads/fastq/ERX5782981_ERR6146157_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782981_ERR6146157_2.fastq.gz
s0330	2021_01_28	data/raw/fetch-reads/fastq/ERX5782982_ERR6146158_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782982_ERR6146158_2.fastq.gz
s0331	2021_01_20	data/raw/fetch-reads/fastq/ERX5782983_ERR6146159_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782983_ERR6146159_2.fastq.gz
s0332	2021_01_28	data/raw/fetch-reads/fastq/ERX5782984_ERR6146160_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782984_ERR6146160_2.fastq.gz
s0333	2021_01_28	data/raw/fetch-reads/fastq/ERX5782985_ERR6146161_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782985_ERR6146161_2.fastq.gz
s0334	2021_01_28	data/raw/fetch-reads/fastq/ERX5782986_ERR6146162_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782986_ERR6146162_2.fastq.gz
s0335	2021_01_28	data/raw/fetch-reads/fastq/ERX5782987_ERR6146163_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782987_ERR6146163_2.fastq.gz
s0336	2021_01_28	data/raw/fetch-reads/fastq/ERX5782988_ERR6146164_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782988_ERR6146164_2.fastq.gz
s0337	2021_01_28	data/raw/fetch-reads/fastq/ERX5782989_ERR6146165_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782989_ERR6146165_2.fastq.gz
s0338	2021_01_28	data/raw/fetch-reads/fastq/ERX5782990_ERR6146166_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782990_ERR6146166_2.fastq.gz
s0339	2021_01_28	data/raw/fetch-reads/fastq/ERX5782991_ERR6146167_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782991_ERR6146167_2.fastq.gz
s0340	2021_01_28	data/raw/fetch-reads/fastq/ERX5782992_ERR6146168_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782992_ERR6146168_2.fastq.gz
s0341	2021_01_28	data/raw/fetch-reads/fastq/ERX5782993_ERR6146169_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782993_ERR6146169_2.fastq.gz
s0342	2021_01_28	data/raw/fetch-reads/fastq/ERX5782994_ERR6146170_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782994_ERR6146170_2.fastq.gz
s0343	2021_01_28	data/raw/fetch-reads/fastq/ERX5782995_ERR6146171_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782995_ERR6146171_2.fastq.gz
s0344	2021_01_28	data/raw/fetch-reads/fastq/ERX5782996_ERR6146172_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782996_ERR6146172_2.fastq.gz
s0401	2020_12_01	data/raw/fetch-reads/fastq/ERX5782997_ERR6146173_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782997_ERR6146173_2.fastq.gz
s0402	2020_12_01	data/raw/fetch-reads/fastq/ERX5782998_ERR6146174_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782998_ERR6146174_2.fastq.gz
s0403	2020_12_01	data/raw/fetch-reads/fastq/ERX5782999_ERR6146175_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5782999_ERR6146175_2.fastq.gz
s0404	2020_12_01	data/raw/fetch-reads/fastq/ERX5783000_ERR6146176_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783000_ERR6146176_2.fastq.gz
s0405	2020_12_01	data/raw/fetch-reads/fastq/ERX5783001_ERR6146177_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783001_ERR6146177_2.fastq.gz
s0406	2020_11_27	data/raw/fetch-reads/fastq/ERX5783002_ERR6146178_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783002_ERR6146178_2.fastq.gz
s0407	2020_12_01	data/raw/fetch-reads/fastq/ERX5783003_ERR6146179_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783003_ERR6146179_2.fastq.gz
s0408	2020_12_01	data/raw/fetch-reads/fastq/ERX5783004_ERR6146180_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783004_ERR6146180_2.fastq.gz
s0409	2020_12_01	data/raw/fetch-reads/fastq/ERX5783005_ERR6146181_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783005_ERR6146181_2.fastq.gz
s0410	2020_11_27	data/raw/fetch-reads/fastq/ERX5783006_ERR6146182_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783006_ERR6146182_2.fastq.gz
s0411	2020_12_01	data/raw/fetch-reads/fastq/ERX5783007_ERR6146183_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783007_ERR6146183_2.fastq.gz
s0412	2020_12_01	data/raw/fetch-reads/fastq/ERX5783008_ERR6146184_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783008_ERR6146184_2.fastq.gz
s0413	2020_11_27	data/raw/fetch-reads/fastq/ERX5783009_ERR6146185_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783009_ERR6146185_2.fastq.gz
s0414	2020_12_01	data/raw/fetch-reads/fastq/ERX5783010_ERR6146186_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783010_ERR6146186_2.fastq.gz
s0415	2020_12_01	data/raw/fetch-reads/fastq/ERX5783011_ERR6146187_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783011_ERR6146187_2.fastq.gz
s0416	2020_12_01	data/raw/fetch-reads/fastq/ERX5783012_ERR6146188_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783012_ERR6146188_2.fastq.gz
s0417	2020_11_27	data/raw/fetch-reads/fastq/ERX5783013_ERR6146189_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783013_ERR6146189_2.fastq.gz
s0418	2020_11_27	data/raw/fetch-reads/fastq/ERX5783014_ERR6146190_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783014_ERR6146190_2.fastq.gz
s0419	2020_11_27	data/raw/fetch-reads/fastq/ERX5783015_ERR6146191_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783015_ERR6146191_2.fastq.gz
s0420	2020_12_01	data/raw/fetch-reads/fastq/ERX5783016_ERR6146192_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783016_ERR6146192_2.fastq.gz
s0421	2020_12_01	data/raw/fetch-reads/fastq/ERX5783017_ERR6146193_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783017_ERR6146193_2.fastq.gz
s0422	2020_12_01	data/raw/fetch-reads/fastq/ERX5783018_ERR6146194_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783018_ERR6146194_2.fastq.gz
s0424	2020_12_01	data/raw/fetch-reads/fastq/ERX5783019_ERR6146195_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783019_ERR6146195_2.fastq.gz
s0425	2020_11_27	data/raw/fetch-reads/fastq/ERX5783020_ERR6146196_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783020_ERR6146196_2.fastq.gz
s0426	2020_12_01	data/raw/fetch-reads/fastq/ERX5783021_ERR6146197_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783021_ERR6146197_2.fastq.gz
s0427	2020_11_27	data/raw/fetch-reads/fastq/ERX5783022_ERR6146198_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783022_ERR6146198_2.fastq.gz
s0428	2020_12_01	data/raw/fetch-reads/fastq/ERX5783023_ERR6146199_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783023_ERR6146199_2.fastq.gz
s0432	2020_12_01	data/raw/fetch-reads/fastq/ERX5783024_ERR6146200_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783024_ERR6146200_2.fastq.gz
s0433	2020_12_01	data/raw/fetch-reads/fastq/ERX5783025_ERR6146201_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783025_ERR6146201_2.fastq.gz
s0434	2020_12_01	data/raw/fetch-reads/fastq/ERX5783026_ERR6146202_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783026_ERR6146202_2.fastq.gz
s0435	2020_11_27	data/raw/fetch-reads/fastq/ERX5783027_ERR6146203_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783027_ERR6146203_2.fastq.gz
s0436	2020_12_01	data/raw/fetch-reads/fastq/ERX5783028_ERR6146204_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783028_ERR6146204_2.fastq.gz
s0437	2020_11_27	data/raw/fetch-reads/fastq/ERX5783029_ERR6146205_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783029_ERR6146205_2.fastq.gz
s0438	2020_11_27	data/raw/fetch-reads/fastq/ERX5783030_ERR6146206_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783030_ERR6146206_2.fastq.gz
s0439	2020_11_27	data/raw/fetch-reads/fastq/ERX5783031_ERR6146207_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783031_ERR6146207_2.fastq.gz
s0440	2020_11_27	data/raw/fetch-reads/fastq/ERX5783032_ERR6146208_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783032_ERR6146208_2.fastq.gz
s0441	2021_01_06	data/raw/fetch-reads/fastq/ERX5783033_ERR6146209_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783033_ERR6146209_2.fastq.gz
s0442	2020_11_27	data/raw/fetch-reads/fastq/ERX5783034_ERR6146210_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783034_ERR6146210_2.fastq.gz
s0444	2021_01_06	data/raw/fetch-reads/fastq/ERX5783035_ERR6146211_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783035_ERR6146211_2.fastq.gz
s0445	2020_11_27	data/raw/fetch-reads/fastq/ERX5783036_ERR6146212_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783036_ERR6146212_2.fastq.gz
s0446	2020_12_01	data/raw/fetch-reads/fastq/ERX5783037_ERR6146213_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783037_ERR6146213_2.fastq.gz
s0447	2020_11_27	data/raw/fetch-reads/fastq/ERX5783038_ERR6146214_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783038_ERR6146214_2.fastq.gz
s0448	2020_11_27	data/raw/fetch-reads/fastq/ERX5783039_ERR6146215_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783039_ERR6146215_2.fastq.gz
s0449	2020_11_27	data/raw/fetch-reads/fastq/ERX5783040_ERR6146216_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783040_ERR6146216_2.fastq.gz
s0451	2020_11_27	data/raw/fetch-reads/fastq/ERX5783041_ERR6146217_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783041_ERR6146217_2.fastq.gz
s0452	2020_11_27	data/raw/fetch-reads/fastq/ERX5783042_ERR6146218_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783042_ERR6146218_2.fastq.gz
s0453	2020_11_27	data/raw/fetch-reads/fastq/ERX5783043_ERR6146219_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783043_ERR6146219_2.fastq.gz
s0454	2020_11_27	data/raw/fetch-reads/fastq/ERX5783044_ERR6146220_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783044_ERR6146220_2.fastq.gz
s0455	2020_11_27	data/raw/fetch-reads/fastq/ERX5783045_ERR6146221_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783045_ERR6146221_2.fastq.gz
s0456	2020_11_27	data/raw/fetch-reads/fastq/ERX5783046_ERR6146222_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783046_ERR6146222_2.fastq.gz
s0458	2020_11_27	data/raw/fetch-reads/fastq/ERX5783047_ERR6146223_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783047_ERR6146223_2.fastq.gz
s0460	2020_11_27	data/raw/fetch-reads/fastq/ERX5783048_ERR6146224_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783048_ERR6146224_2.fastq.gz
s0461	2020_11_27	data/raw/fetch-reads/fastq/ERX5783049_ERR6146225_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783049_ERR6146225_2.fastq.gz
s0463	2020_11_27	data/raw/fetch-reads/fastq/ERX5783050_ERR6146226_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783050_ERR6146226_2.fastq.gz
s0464	2020_11_27	data/raw/fetch-reads/fastq/ERX5783051_ERR6146227_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783051_ERR6146227_2.fastq.gz
s0466	2021_01_06	data/raw/fetch-reads/fastq/ERX5783052_ERR6146228_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783052_ERR6146228_2.fastq.gz
s0468	2021_01_06	data/raw/fetch-reads/fastq/ERX5783053_ERR6146229_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783053_ERR6146229_2.fastq.gz
s0470	2020_11_27	data/raw/fetch-reads/fastq/ERX5783054_ERR6146230_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783054_ERR6146230_2.fastq.gz
s0471	2021_01_06	data/raw/fetch-reads/fastq/ERX5783055_ERR6146231_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783055_ERR6146231_2.fastq.gz
s0472	2021_01_06	data/raw/fetch-reads/fastq/ERX5783056_ERR6146232_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783056_ERR6146232_2.fastq.gz
s0473	2021_01_06	data/raw/fetch-reads/fastq/ERX5783057_ERR6146233_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783057_ERR6146233_2.fastq.gz
s0474	2021_01_06	data/raw/fetch-reads/fastq/ERX5783058_ERR6146234_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783058_ERR6146234_2.fastq.gz
s0475	2021_01_06	data/raw/fetch-reads/fastq/ERX5783059_ERR6146235_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783059_ERR6146235_2.fastq.gz
s0476	2021_01_06	data/raw/fetch-reads/fastq/ERX5783060_ERR6146236_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783060_ERR6146236_2.fastq.gz
s0477	2020_11_27	data/raw/fetch-reads/fastq/ERX5783061_ERR6146237_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783061_ERR6146237_2.fastq.gz
s0478	2020_11_27	data/raw/fetch-reads/fastq/ERX5783062_ERR6146238_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783062_ERR6146238_2.fastq.gz
s0479	2020_11_27	data/raw/fetch-reads/fastq/ERX5783063_ERR6146239_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783063_ERR6146239_2.fastq.gz
s0480	2020_11_27	data/raw/fetch-reads/fastq/ERX5783064_ERR6146240_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783064_ERR6146240_2.fastq.gz
s0481	2020_11_27	data/raw/fetch-reads/fastq/ERX5783065_ERR6146241_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783065_ERR6146241_2.fastq.gz
s0482	2021_01_06	data/raw/fetch-reads/fastq/ERX5783066_ERR6146242_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783066_ERR6146242_2.fastq.gz
s0485	2020_11_27	data/raw/fetch-reads/fastq/ERX5783067_ERR6146243_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783067_ERR6146243_2.fastq.gz
s0486	2020_11_27	data/raw/fetch-reads/fastq/ERX5783068_ERR6146244_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783068_ERR6146244_2.fastq.gz
s0487	2021_01_06	data/raw/fetch-reads/fastq/ERX5783069_ERR6146245_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783069_ERR6146245_2.fastq.gz
s0488	2021_01_06	data/raw/fetch-reads/fastq/ERX5783070_ERR6146246_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783070_ERR6146246_2.fastq.gz
s0489	2021_01_06	data/raw/fetch-reads/fastq/ERX5783071_ERR6146247_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783071_ERR6146247_2.fastq.gz
s0490	2021_01_06	data/raw/fetch-reads/fastq/ERX5783072_ERR6146248_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783072_ERR6146248_2.fastq.gz
s0491	2021_01_06	data/raw/fetch-reads/fastq/ERX5783073_ERR6146249_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783073_ERR6146249_2.fastq.gz
s0492	2021_01_06	data/raw/fetch-reads/fastq/ERX5783074_ERR6146250_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783074_ERR6146250_2.fastq.gz
s0493	2021_01_06	data/raw/fetch-reads/fastq/ERX5783075_ERR6146251_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783075_ERR6146251_2.fastq.gz
s0494	2021_01_06	data/raw/fetch-reads/fastq/ERX5783076_ERR6146252_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783076_ERR6146252_2.fastq.gz
s0495	2021_01_06	data/raw/fetch-reads/fastq/ERX5783077_ERR6146253_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783077_ERR6146253_2.fastq.gz
s0496	2021_01_06	data/raw/fetch-reads/fastq/ERX5783078_ERR6146254_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783078_ERR6146254_2.fastq.gz
s0497	2021_01_06	data/raw/fetch-reads/fastq/ERX5783079_ERR6146255_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783079_ERR6146255_2.fastq.gz
s0498	2021_01_06	data/raw/fetch-reads/fastq/ERX5783080_ERR6146256_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783080_ERR6146256_2.fastq.gz
s0500	2021_01_06	data/raw/fetch-reads/fastq/ERX5783081_ERR6146257_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783081_ERR6146257_2.fastq.gz
s0501	2021_01_20	data/raw/fetch-reads/fastq/ERX5783082_ERR6146258_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783082_ERR6146258_2.fastq.gz
s0502	2021_01_06	data/raw/fetch-reads/fastq/ERX5783083_ERR6146259_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783083_ERR6146259_2.fastq.gz
