sampleID	run	forwardReads	reverseReads
s0504	2021_01_06	data/raw/fetch-reads/fastq/ERX5783084_ERR6146260_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783084_ERR6146260_2.fastq.gz
s0505	2021_01_06	data/raw/fetch-reads/fastq/ERX5783085_ERR6146261_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783085_ERR6146261_2.fastq.gz
s0506	2021_01_06	data/raw/fetch-reads/fastq/ERX5783086_ERR6146262_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783086_ERR6146262_2.fastq.gz
s0507	2021_01_06	data/raw/fetch-reads/fastq/ERX5783087_ERR6146263_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783087_ERR6146263_2.fastq.gz
s0508	2021_01_20	data/raw/fetch-reads/fastq/ERX5783088_ERR6146264_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783088_ERR6146264_2.fastq.gz
s0513	2021_01_20	data/raw/fetch-reads/fastq/ERX5783089_ERR6146265_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783089_ERR6146265_2.fastq.gz
s0514	2021_01_06	data/raw/fetch-reads/fastq/ERX5783090_ERR6146266_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783090_ERR6146266_2.fastq.gz
s0515	2021_01_06	data/raw/fetch-reads/fastq/ERX5783091_ERR6146267_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783091_ERR6146267_2.fastq.gz
s0516	2021_01_20	data/raw/fetch-reads/fastq/ERX5783092_ERR6146268_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783092_ERR6146268_2.fastq.gz
s0517	2021_01_20	data/raw/fetch-reads/fastq/ERX5783093_ERR6146269_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783093_ERR6146269_2.fastq.gz
s0518	2021_01_20	data/raw/fetch-reads/fastq/ERX5783094_ERR6146270_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783094_ERR6146270_2.fastq.gz
s0519	2021_01_20	data/raw/fetch-reads/fastq/ERX5783095_ERR6146271_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783095_ERR6146271_2.fastq.gz
s0520	2021_01_20	data/raw/fetch-reads/fastq/ERX5783096_ERR6146272_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783096_ERR6146272_2.fastq.gz
s0521	2021_01_20	data/raw/fetch-reads/fastq/ERX5783097_ERR6146273_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783097_ERR6146273_2.fastq.gz
s0522	2021_01_20	data/raw/fetch-reads/fastq/ERX5783098_ERR6146274_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783098_ERR6146274_2.fastq.gz
s0523	2021_01_20	data/raw/fetch-reads/fastq/ERX5783099_ERR6146275_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783099_ERR6146275_2.fastq.gz
s0524	2021_01_20	data/raw/fetch-reads/fastq/ERX5783100_ERR6146276_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783100_ERR6146276_2.fastq.gz
s0525	2021_01_20	data/raw/fetch-reads/fastq/ERX5783101_ERR6146277_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783101_ERR6146277_2.fastq.gz
s0526	2021_01_20	data/raw/fetch-reads/fastq/ERX5783102_ERR6146278_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783102_ERR6146278_2.fastq.gz
s0527	2021_01_20	data/raw/fetch-reads/fastq/ERX5783103_ERR6146279_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783103_ERR6146279_2.fastq.gz
s0528	2021_01_20	data/raw/fetch-reads/fastq/ERX5783104_ERR6146280_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783104_ERR6146280_2.fastq.gz
s0529	2021_01_20	data/raw/fetch-reads/fastq/ERX5783105_ERR6146281_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783105_ERR6146281_2.fastq.gz
s0530	2021_01_20	data/raw/fetch-reads/fastq/ERX5783106_ERR6146282_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783106_ERR6146282_2.fastq.gz
s0531	2021_01_20	data/raw/fetch-reads/fastq/ERX5783107_ERR6146283_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783107_ERR6146283_2.fastq.gz
s0532	2021_01_28	data/raw/fetch-reads/fastq/ERX5783108_ERR6146284_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783108_ERR6146284_2.fastq.gz
s0533	2021_01_20	data/raw/fetch-reads/fastq/ERX5783109_ERR6146285_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783109_ERR6146285_2.fastq.gz
s0534	2021_01_20	data/raw/fetch-reads/fastq/ERX5783110_ERR6146286_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783110_ERR6146286_2.fastq.gz
s0535	2021_01_20	data/raw/fetch-reads/fastq/ERX5783111_ERR6146287_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783111_ERR6146287_2.fastq.gz
s0536	2021_01_20	data/raw/fetch-reads/fastq/ERX5783112_ERR6146288_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783112_ERR6146288_2.fastq.gz
s0537	2021_01_20	data/raw/fetch-reads/fastq/ERX5783113_ERR6146289_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783113_ERR6146289_2.fastq.gz
s0538	2021_01_20	data/raw/fetch-reads/fastq/ERX5783114_ERR6146290_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783114_ERR6146290_2.fastq.gz
s0539	2021_01_20	data/raw/fetch-reads/fastq/ERX5783115_ERR6146291_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783115_ERR6146291_2.fastq.gz
s0540	2021_01_20	data/raw/fetch-reads/fastq/ERX5783116_ERR6146292_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783116_ERR6146292_2.fastq.gz
s0542	2021_01_20	data/raw/fetch-reads/fastq/ERX5783117_ERR6146293_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783117_ERR6146293_2.fastq.gz
s0544	2021_01_20	data/raw/fetch-reads/fastq/ERX5783118_ERR6146294_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783118_ERR6146294_2.fastq.gz
s0545	2021_01_20	data/raw/fetch-reads/fastq/ERX5783119_ERR6146295_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783119_ERR6146295_2.fastq.gz
s0546	2021_01_20	data/raw/fetch-reads/fastq/ERX5783120_ERR6146296_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783120_ERR6146296_2.fastq.gz
s0547	2021_01_28	data/raw/fetch-reads/fastq/ERX5783121_ERR6146297_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783121_ERR6146297_2.fastq.gz
s0548	2021_01_28	data/raw/fetch-reads/fastq/ERX5783122_ERR6146298_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783122_ERR6146298_2.fastq.gz
s0549	2021_01_20	data/raw/fetch-reads/fastq/ERX5783123_ERR6146299_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783123_ERR6146299_2.fastq.gz
s0550	2021_01_20	data/raw/fetch-reads/fastq/ERX5783124_ERR6146300_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783124_ERR6146300_2.fastq.gz
s0551	2021_01_28	data/raw/fetch-reads/fastq/ERX5783125_ERR6146301_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783125_ERR6146301_2.fastq.gz
s0552	2021_01_28	data/raw/fetch-reads/fastq/ERX5783126_ERR6146302_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783126_ERR6146302_2.fastq.gz
s0553	2021_01_28	data/raw/fetch-reads/fastq/ERX5783127_ERR6146303_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783127_ERR6146303_2.fastq.gz
s0554	2021_01_20	data/raw/fetch-reads/fastq/ERX5783128_ERR6146304_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783128_ERR6146304_2.fastq.gz
s0555	2021_01_28	data/raw/fetch-reads/fastq/ERX5783129_ERR6146305_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783129_ERR6146305_2.fastq.gz
s0556	2021_01_20	data/raw/fetch-reads/fastq/ERX5783130_ERR6146306_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783130_ERR6146306_2.fastq.gz
s0557	2021_01_28	data/raw/fetch-reads/fastq/ERX5783131_ERR6146307_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783131_ERR6146307_2.fastq.gz
s0558	2021_01_20	data/raw/fetch-reads/fastq/ERX5783132_ERR6146308_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783132_ERR6146308_2.fastq.gz
s0559	2021_01_28	data/raw/fetch-reads/fastq/ERX5783133_ERR6146309_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783133_ERR6146309_2.fastq.gz
s0560	2021_01_28	data/raw/fetch-reads/fastq/ERX5783134_ERR6146310_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783134_ERR6146310_2.fastq.gz
s0561	2021_01_28	data/raw/fetch-reads/fastq/ERX5783135_ERR6146311_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783135_ERR6146311_2.fastq.gz
s0562	2021_01_28	data/raw/fetch-reads/fastq/ERX5783136_ERR6146312_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783136_ERR6146312_2.fastq.gz
s0563	2021_01_28	data/raw/fetch-reads/fastq/ERX5783137_ERR6146313_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783137_ERR6146313_2.fastq.gz
s0564	2021_01_28	data/raw/fetch-reads/fastq/ERX5783138_ERR6146314_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783138_ERR6146314_2.fastq.gz
s0565	2021_01_28	data/raw/fetch-reads/fastq/ERX5783139_ERR6146315_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783139_ERR6146315_2.fastq.gz
s0566	2021_01_28	data/raw/fetch-reads/fastq/ERX5783140_ERR6146316_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783140_ERR6146316_2.fastq.gz
s0567	2021_01_28	data/raw/fetch-reads/fastq/ERX5783141_ERR6146317_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783141_ERR6146317_2.fastq.gz
s0568	2021_01_28	data/raw/fetch-reads/fastq/ERX5783142_ERR6146318_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783142_ERR6146318_2.fastq.gz
s0570	2021_01_28	data/raw/fetch-reads/fastq/ERX5783143_ERR6146319_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783143_ERR6146319_2.fastq.gz
s0571	2021_01_28	data/raw/fetch-reads/fastq/ERX5783144_ERR6146320_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783144_ERR6146320_2.fastq.gz
s0572	2021_01_28	data/raw/fetch-reads/fastq/ERX5783145_ERR6146321_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783145_ERR6146321_2.fastq.gz
s0573	2021_01_28	data/raw/fetch-reads/fastq/ERX5783146_ERR6146322_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783146_ERR6146322_2.fastq.gz
s0574	2021_01_28	data/raw/fetch-reads/fastq/ERX5783147_ERR6146323_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783147_ERR6146323_2.fastq.gz
s0575	2021_01_28	data/raw/fetch-reads/fastq/ERX5783148_ERR6146324_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783148_ERR6146324_2.fastq.gz
s0576	2021_01_28	data/raw/fetch-reads/fastq/ERX5783149_ERR6146325_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783149_ERR6146325_2.fastq.gz
s0577	2021_01_28	data/raw/fetch-reads/fastq/ERX5783150_ERR6146326_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783150_ERR6146326_2.fastq.gz
s0579	2021_01_28	data/raw/fetch-reads/fastq/ERX5783151_ERR6146327_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783151_ERR6146327_2.fastq.gz
s0580	2021_01_28	data/raw/fetch-reads/fastq/ERX5783152_ERR6146328_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783152_ERR6146328_2.fastq.gz
s0581	2021_01_28	data/raw/fetch-reads/fastq/ERX5783153_ERR6146329_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783153_ERR6146329_2.fastq.gz
s0582	2021_01_28	data/raw/fetch-reads/fastq/ERX5783154_ERR6146330_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783154_ERR6146330_2.fastq.gz
s0583	2021_01_28	data/raw/fetch-reads/fastq/ERX5783155_ERR6146331_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783155_ERR6146331_2.fastq.gz
s0584	2021_01_28	data/raw/fetch-reads/fastq/ERX5783156_ERR6146332_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783156_ERR6146332_2.fastq.gz
s0585	2021_01_28	data/raw/fetch-reads/fastq/ERX5783157_ERR6146333_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783157_ERR6146333_2.fastq.gz
s0586	2021_01_28	data/raw/fetch-reads/fastq/ERX5783158_ERR6146334_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783158_ERR6146334_2.fastq.gz
s0588	2021_01_28	data/raw/fetch-reads/fastq/ERX5783159_ERR6146335_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783159_ERR6146335_2.fastq.gz
s0589	2021_01_28	data/raw/fetch-reads/fastq/ERX5783160_ERR6146336_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783160_ERR6146336_2.fastq.gz
s0600	2020_12_01	data/raw/fetch-reads/fastq/ERX5783161_ERR6146337_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783161_ERR6146337_2.fastq.gz
s0601	2020_12_01	data/raw/fetch-reads/fastq/ERX5783162_ERR6146338_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783162_ERR6146338_2.fastq.gz
s0602	2020_12_01	data/raw/fetch-reads/fastq/ERX5783163_ERR6146339_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783163_ERR6146339_2.fastq.gz
s0603	2020_12_01	data/raw/fetch-reads/fastq/ERX5783164_ERR6146340_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783164_ERR6146340_2.fastq.gz
s0604	2020_12_01	data/raw/fetch-reads/fastq/ERX5783165_ERR6146341_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783165_ERR6146341_2.fastq.gz
s0605	2020_11_27	data/raw/fetch-reads/fastq/ERX5783166_ERR6146342_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783166_ERR6146342_2.fastq.gz
s0606	2020_11_27	data/raw/fetch-reads/fastq/ERX5783167_ERR6146343_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783167_ERR6146343_2.fastq.gz
s0607	2020_11_27	data/raw/fetch-reads/fastq/ERX5783168_ERR6146344_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783168_ERR6146344_2.fastq.gz
s0608	2020_11_27	data/raw/fetch-reads/fastq/ERX5783169_ERR6146345_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783169_ERR6146345_2.fastq.gz
s0609	2020_11_27	data/raw/fetch-reads/fastq/ERX5783170_ERR6146346_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783170_ERR6146346_2.fastq.gz
s0610	2020_11_27	data/raw/fetch-reads/fastq/ERX5783171_ERR6146347_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783171_ERR6146347_2.fastq.gz
s0611	2020_11_27	data/raw/fetch-reads/fastq/ERX5783172_ERR6146348_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783172_ERR6146348_2.fastq.gz
s0612	2022_02_17	data/raw/fetch-reads/fastq/ERX11774118_ERR12398055_1.fastq.gz	data/raw/fetch-reads/fastq/ERX11774118_ERR12398055_2.fastq.gz
s0613	2021_01_20	data/raw/fetch-reads/fastq/ERX5783174_ERR6146350_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783174_ERR6146350_2.fastq.gz
s0614	2021_01_20	data/raw/fetch-reads/fastq/ERX5783175_ERR6146351_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783175_ERR6146351_2.fastq.gz
s0616	2021_01_20	data/raw/fetch-reads/fastq/ERX5783176_ERR6146352_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783176_ERR6146352_2.fastq.gz
s0702	2021_01_28	data/raw/fetch-reads/fastq/ERX5783177_ERR6146353_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783177_ERR6146353_2.fastq.gz
s0704	2021_01_28	data/raw/fetch-reads/fastq/ERX5783178_ERR6146354_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783178_ERR6146354_2.fastq.gz
s0705	2021_01_20	data/raw/fetch-reads/fastq/ERX5783179_ERR6146355_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783179_ERR6146355_2.fastq.gz
s0710	2021_01_28	data/raw/fetch-reads/fastq/ERX5783180_ERR6146356_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783180_ERR6146356_2.fastq.gz
s0711	2021_01_28	data/raw/fetch-reads/fastq/ERX5783181_ERR6146357_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783181_ERR6146357_2.fastq.gz
s0712	2021_01_28	data/raw/fetch-reads/fastq/ERX5783182_ERR6146358_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783182_ERR6146358_2.fastq.gz
s0713	2021_01_28	data/raw/fetch-reads/fastq/ERX5783183_ERR6146359_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783183_ERR6146359_2.fastq.gz
s0714	2021_01_28	data/raw/fetch-reads/fastq/ERX5783184_ERR6146360_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783184_ERR6146360_2.fastq.gz
s0715	2021_01_28	data/raw/fetch-reads/fastq/ERX5783185_ERR6146361_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783185_ERR6146361_2.fastq.gz
s0716	2021_01_28	data/raw/fetch-reads/fastq/ERX5783186_ERR6146362_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783186_ERR6146362_2.fastq.gz
s0718	2021_01_28	data/raw/fetch-reads/fastq/ERX5783187_ERR6146363_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783187_ERR6146363_2.fastq.gz
s0721	2021_01_20	data/raw/fetch-reads/fastq/ERX5783188_ERR6146364_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783188_ERR6146364_2.fastq.gz
s0724	2021_01_28	data/raw/fetch-reads/fastq/ERX5783189_ERR6146365_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783189_ERR6146365_2.fastq.gz
s0725	2021_01_28	data/raw/fetch-reads/fastq/ERX5783190_ERR6146366_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783190_ERR6146366_2.fastq.gz
s0727	2021_01_28	data/raw/fetch-reads/fastq/ERX5783191_ERR6146367_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783191_ERR6146367_2.fastq.gz
s0730	2021_01_28	data/raw/fetch-reads/fastq/ERX5783192_ERR6146368_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783192_ERR6146368_2.fastq.gz
s0732	2021_01_28	data/raw/fetch-reads/fastq/ERX5783193_ERR6146369_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783193_ERR6146369_2.fastq.gz
s0733	2021_01_20	data/raw/fetch-reads/fastq/ERX5783194_ERR6146370_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783194_ERR6146370_2.fastq.gz
s0734	2021_01_28	data/raw/fetch-reads/fastq/ERX5783195_ERR6146371_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783195_ERR6146371_2.fastq.gz
s0735	2021_01_20	data/raw/fetch-reads/fastq/ERX5783196_ERR6146372_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783196_ERR6146372_2.fastq.gz
s0736	2021_01_28	data/raw/fetch-reads/fastq/ERX5783197_ERR6146373_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783197_ERR6146373_2.fastq.gz
s0802	2020_11_27	data/raw/fetch-reads/fastq/ERX5783198_ERR6146374_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783198_ERR6146374_2.fastq.gz
s0805	2020_11_27	data/raw/fetch-reads/fastq/ERX5783199_ERR6146375_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783199_ERR6146375_2.fastq.gz
s0807	2020_11_27	data/raw/fetch-reads/fastq/ERX5783200_ERR6146376_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783200_ERR6146376_2.fastq.gz
s0808	2020_11_27	data/raw/fetch-reads/fastq/ERX5783201_ERR6146377_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783201_ERR6146377_2.fastq.gz
s0809	2020_11_27	data/raw/fetch-reads/fastq/ERX5783202_ERR6146378_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783202_ERR6146378_2.fastq.gz
s0812	2020_11_27	data/raw/fetch-reads/fastq/ERX5783203_ERR6146379_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783203_ERR6146379_2.fastq.gz
s0813	2020_11_27	data/raw/fetch-reads/fastq/ERX5783204_ERR6146380_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783204_ERR6146380_2.fastq.gz
s0814	2020_11_27	data/raw/fetch-reads/fastq/ERX5783205_ERR6146381_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783205_ERR6146381_2.fastq.gz
s0815	2020_11_27	data/raw/fetch-reads/fastq/ERX5783206_ERR6146382_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783206_ERR6146382_2.fastq.gz
s0816	2020_11_27	data/raw/fetch-reads/fastq/ERX5783207_ERR6146383_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783207_ERR6146383_2.fastq.gz
s0817	2020_11_27	data/raw/fetch-reads/fastq/ERX5783208_ERR6146384_1.fastq.gz	data/raw/fetch-reads/fastq/ERX5783208_ERR6146384_2.fastq.gz
